,loss
515,0.00040401408
516,0.00040355636
517,0.00038269808
518,0.0003654439
519,0.0003669679
520,0.00037934285
521,0.00038520014
522,0.00037765183
523,0.0003648172
524,0.0003582767
525,0.00036134192
526,0.00036792865
527,0.00037021085
528,0.00036590418
529,0.00035885282
530,0.00035442086
531,0.0003547627
532,0.00035790002
533,0.00036022143
534,0.00035954872
535,0.00035637748
536,0.00035285013
537,0.00035091126
538,0.00035106245
539,0.0003524036
540,0.00035352306
541,0.0003534767
542,0.00035222364
543,0.0003504057
544,0.00034883292
545,0.00034801377
546,0.00034797814
547,0.00034838813
548,0.00034879148
549,0.00034884806
550,0.0003484548
551,0.00034771874
552,0.0003468523
553,0.0003460619
554,0.00034548756
555,0.00034516366
556,0.0003450406
557,0.0003450278
558,0.00034503246
559,0.00034498074
560,0.0003448385
561,0.00034459817
562,0.00034428333
563,0.00034391915
564,0.0003435327
565,0.0003431533
566,0.00034279024
567,0.00034245336
568,0.00034214373
569,0.00034185854
570,0.0003415962
571,0.00034135103
572,0.00034111843
573,0.00034089753
574,0.00034068312
575,0.0003404742
576,0.00034027128
577,0.0003400767
578,0.00033988943
579,0.00033971525
580,0.00033956114
581,0.00033943844
582,0.0003393639
583,0.0003393684
584,0.00033949883
585,0.00033984048
586,0.00034053117
587,0.0003418208
588,0.00034413586
589,0.00034824616
590,0.00035551726
591,0.00036849713
592,0.0003917785
593,0.00043418893
594,0.0005118422
595,0.000656814
596,0.0009272446
597,0.0014432947
598,0.0024132612
599,0.004278622
600,0.0076773786
601,0.0138964495
602,0.023421692
603,0.036388136
604,0.043500464
605,0.036697406
606,0.013286491
607,0.00080239837
608,0.011123789
609,0.017875306
610,0.0065010507
611,0.0013529563
612,0.010180866
613,0.0083918385
614,0.0009674972
615,0.006012867
616,0.007195516
617,0.0012598775
618,0.004348252
619,0.005481438
620,0.0012264419
621,0.0037722276
622,0.0040822984
623,0.0011815169
624,0.0034027426
625,0.00301438
626,0.001092774
627,0.0028916087
628,0.0023281975
629,0.0009801005
630,0.0023390278
631,0.0019480756
632,0.0008367272
633,0.0017707625
634,0.0017018819
635,0.00072075904
636,0.0012349186
637,0.0015095002
638,0.0007283224
639,0.00078220904
640,0.0012509852
641,0.0008463678
642,0.00050644897
643,0.0008549645
644,0.000935295
645,0.00054828485
646,0.0004831788
647,0.00074773375
648,0.0007235545
649,0.00045727767
650,0.00043313167
651,0.0006118376
652,0.00061492383
653,0.00044133543
654,0.0003814086
655,0.00048721692
656,0.0005443068
657,0.0004576016
658,0.0003665058
659,0.00038834047
660,0.00045964777
661,0.0004644165
662,0.00039924937
663,0.00035301098
664,0.00037257266
665,0.0004147233
666,0.00041879492
667,0.00038182436
668,0.0003494569
669,0.0003528475
670,0.00037759857
671,0.00038962223
672,0.00037555824
673,0.00035224567
674,0.00034247682
675,0.00035108908
676,0.00036422306
677,0.00036673152
678,0.00035675653
679,0.00034429942
680,0.00033966676
681,0.00034421094
682,0.00035117278
683,0.00035325222
684,0.00034877175
685,0.0003418413
686,0.00033770624
687,0.00033838407
688,0.00034181576
689,0.00034434025
690,0.00034378748
691,0.0003406757
692,0.00033726112
693,0.0003355485
694,0.00033599258
695,0.0003375422
696,0.00033867417
697,0.00033847248
698,0.0003370506
699,0.00033524612
700,0.00033394882
701,0.0003335784
702,0.00033395103
703,0.00033452283
704,0.000334774
705,0.00033446887
706,0.0003337117
707,0.00033280562
708,0.00033206382
709,0.00033165506
710,0.00033156777
711,0.00033165503
712,0.00033173713
713,0.00033167648
714,0.00033142412
715,0.00033101512
716,0.00033053505
717,0.00033007367
718,0.0003296969
719,0.0003294302
720,0.00032925452
721,0.00032913653
722,0.00032902925
723,0.0003288982
724,0.00032872416
725,0.00032850538
726,0.0003282483
727,0.00032796542
728,0.00032767138
729,0.00032738177
730,0.00032710598
731,0.0003268475
732,0.00032660874
733,0.0003263861
734,0.00032617478
735,0.00032597355
736,0.00032577635
737,0.00032558286
738,0.00032539136
739,0.0003252013
740,0.00032501292
741,0.00032482413
742,0.00032464028
743,0.00032446082
744,0.00032428955
745,0.00032413023
746,0.00032398908
747,0.00032387438
748,0.00032380028
749,0.0003237826
750,0.00032385072
751,0.0003240489
752,0.00032443873
753,0.00032513047
754,0.0003262932
755,0.00032820407
756,0.00033131053
757,0.0003363722
758,0.0003446262
759,0.00035826143
760,0.0003808654
761,0.00041897775
762,0.00048335525
763,0.0005943044
764,0.00078478147
765,0.0011198482
766,0.0016996968
767,0.0027305298
768,0.004481248
769,0.007519845
770,0.012189623
771,0.019199613
772,0.026327092
773,0.030971602
774,0.02491978
775,0.011263735
776,0.0010216447
777,0.004348187
778,0.011882177
779,0.008894644
780,0.0013954876
781,0.0025826264
782,0.0073212357
783,0.0046195425
784,0.00078133715
785,0.0036208283
786,0.0048977863
787,0.0014437377
788,0.0017261741
789,0.003881795
790,0.0019845502
791,0.001029721
792,0.0027854564
793,0.00216966
794,0.00078986416
795,0.0017720736
796,0.00213543
797,0.00092824444
798,0.0009571084
799,0.0017388295
800,0.0012371032
801,0.00058785436
802,0.001044265
803,0.0013235305
804,0.0007601653
805,0.0005177888
806,0.00090736756
807,0.0009872532
808,0.0005889629
809,0.0004331164
810,0.0006841383
811,0.0008032876
812,0.0005779004
813,0.0003798172
814,0.00046222418
815,0.00062330114
816,0.000599172
817,0.00043328363
818,0.00034879363
819,0.00041855586
820,0.0005135395
821,0.00050578214
822,0.00041156553
823,0.00033987203
824,0.00035208883
825,0.00041223725
826,0.00044663885
827,0.00042205822
828,0.00036717314
829,0.00033073087
830,0.0003357664
831,0.0003664136
832,0.00039010763
833,0.00038729602
834,0.00036251315
835,0.00033579874
836,0.00032413015
837,0.0003306505
838,0.00034586433
839,0.00035687612
840,0.00035646724
841,0.0003458844
842,0.0003323228
843,0.00032311538
844,0.00032167125
845,0.0003264555
846,0.00033301653
847,0.00033703845
848,0.00033644575
849,0.00033195625
850,0.00032596852
851,0.0003211188
852,0.0003189523
853,0.0003195274
854,0.0003217512
855,0.0003241125
856,0.0003253944
857,0.00032506828
858,0.00032336285
859,0.0003209601
860,0.00031865618
861,0.0003170319
862,0.00031632747
863,0.00031643154
864,0.00031701833
865,0.00031769785
866,0.00031815513
867,0.00031821697
868,0.0003178587
869,0.00031717232
870,0.00031629883
871,0.00031539533
872,0.0003145839
873,0.00031394133
874,0.0003134926
875,0.0003132233
876,0.00031309007
877,0.00031304304
878,0.00031303318
879,0.00031301737
880,0.0003129723
881,0.00031288812
882,0.0003127632
883,0.000312602
884,0.00031241018
885,0.00031219661
886,0.00031196748
887,0.00031173663
888,0.00031151497
889,0.00031130842
890,0.000311129
891,0.0003109882
892,0.000310894
893,0.0003108647
894,0.0003109211
895,0.00031109157
896,0.0003114236
897,0.00031197967
898,0.00031286172
899,0.00031421418
900,0.0003162782
901,0.0003193998
902,0.0003241439
903,0.00033134414
904,0.0003424238
905,0.00035949924
906,0.00038629057
907,0.00042836135
908,0.00049587566
909,0.000603722
910,0.00078031793
911,0.0010655927
912,0.0015399079
913,0.0023030196
914,0.0035684248
915,0.0055162976
916,0.008574876
917,0.012581419
918,0.017579282
919,0.02083053
920,0.020579817
921,0.0135412
922,0.0045234254
923,0.0004720928
924,0.0039059652
925,0.0081266
926,0.006152947
927,0.0014590397
928,0.0011509503
929,0.0042933905
930,0.0043723895
931,0.0013474105
932,0.0010110833
933,0.0030868978
934,0.0027505532
935,0.00086726085
936,0.001190936
937,0.0024179458
938,0.0017326428
939,0.0006321487
940,0.0011736872
941,0.0018600393
942,0.0012113762
943,0.0005425475
944,0.00093771983
945,0.001375192
946,0.0009816252
947,0.0004774647
948,0.0006366976
949,0.0010049499
950,0.0008962259
951,0.00050577393
952,0.00039939757
953,0.0006277702
954,0.0007841545
955,0.0006459026
956,0.00041110237
957,0.0003463893
958,0.0004695669
959,0.00059343636
960,0.00057283154
961,0.00044334412
962,0.00033484862
963,0.00033036363
964,0.0004041214
965,0.00047289196
966,0.0004788743
967,0.00042376283
968,0.00035359483
969,0.00031285884
970,0.00031736886
971,0.0003519834
972,0.00038806105
973,0.0004035069
974,0.00039184393
975,0.00036256044
976,0.00033102112
977,0.0003104989
978,0.00030616394
979,0.0003152595
980,0.00033043837
981,0.0003438097
982,0.00035019155
983,0.0003479565
984,0.000339063
985,0.00032692257
986,0.00031532114
987,0.0003069325
988,0.00030298345
989,0.00030321453
990,0.0003063706
991,0.00031080193
992,0.0003149567
993,0.0003177522
994,0.00031864608
995,0.0003177008
996,0.00031528628
997,0.00031201265
998,0.00030845497
999,0.00030513603
1000,0.00030238347
1001,0.00030036754
1002,0.00029911345
1003,0.00029854354
1004,0.00029850734
1005,0.00029883688
1006,0.00029937335
1007,0.00029999038
1008,0.00030059676
1009,0.00030114574
1010,0.000301617
1011,0.00030200693
1012,0.0003023341
1013,0.00030262046
1014,0.00030290915
1015,0.00030324404
1016,0.0003036896
1017,0.00030429097
1018,0.00030514004
1019,0.00030631185
1020,0.00030794667
1021,0.0003101903
1022,0.00031331246
1023,0.00031761714
1024,0.00032364312
1025,0.0003320303
1026,0.00034392605
1027,0.00036073686
1028,0.00038504356
1029,0.00042001036
1030,0.00047162152
1031,0.000547098
1032,0.0006606815
1033,0.00082865776
1034,0.0010852332
1035,0.0014648004
1036,0.0020465257
1037,0.0028863612
1038,0.004141158
1039,0.0058066756
1040,0.008053962
1041,0.010355909
1042,0.012465595
1043,0.01263623
1044,0.010576526
1045,0.006026273
1046,0.0017838345
1047,0.00039773996
1048,0.0021445944
1049,0.0043711355
1050,0.0042314846
1051,0.002075645
1052,0.0004893466
1053,0.0011031721
1054,0.0024908101
1055,0.0024351156
1056,0.0011353849
1057,0.00047038303
1058,0.0011306666
1059,0.0018058404
1060,0.0014092308
1061,0.00061379804
1062,0.0005051373
1063,0.00102368
1064,0.0012941094
1065,0.0009405324
1066,0.00047420294
1067,0.00043277198
1068,0.0007360027
1069,0.0009253903
1070,0.00076905533
1071,0.00047217682
1072,0.00033765347
1073,0.00044195345
1074,0.00061941607
1075,0.0006788855
1076,0.00058118894
1077,0.00041922365
1078,0.00031506142
1079,0.0003189419
1080,0.00039808612
1081,0.0004822714
1082,0.00051585847
1083,0.000487889
1084,0.0004198971
1085,0.00034889625
1086,0.00030219444
1087,0.00029038748
1088,0.00030806937
1089,0.00034151608
1090,0.00037653386
1091,0.0004025488
1092,0.00041529856
1093,0.000413917
1094,0.0004019339
1095,0.00038274087
1096,0.00036100557
1097,0.00033965363
1098,0.00032121234
1099,0.0003066271
1100,0.00029617266
1101,0.00028942985
1102,0.00028578032
1103,0.00028454218
1104,0.00028512866
1105,0.0002870614
1106,0.0002899698
1107,0.00029361143
1108,0.000297865
1109,0.00030278685
1110,0.00030850316
1111,0.00031536233
1112,0.00032371757
1113,0.00033426954
1114,0.00034765774
1115,0.00036525415
1116,0.00038829132
1117,0.00041941553
1118,0.0004609183
1119,0.00051803235
1120,0.0005950907
1121,0.0007028141
1122,0.0008490577
1123,0.001055354
1124,0.0013334455
1125,0.0017239677
1126,0.00223376
1127,0.0029271243
1128,0.0037578852
1129,0.0047835796
1130,0.005761602
1131,0.0066464893
1132,0.0068657277
1133,0.006362304
1134,0.004797355
1135,0.002787096
1136,0.0010294754
1137,0.00031890708
1138,0.00075780344
1139,0.0017138881
1140,0.0023174002
1141,0.0020498494
1142,0.0012109982
1143,0.00048385697
1144,0.0003932518
1145,0.0008316863
1146,0.001254873
1147,0.0012514889
1148,0.00085159135
1149,0.00044644624
1150,0.00034538796
1151,0.0005441365
1152,0.000798926
1153,0.0008744765
1154,0.00073297636
1155,0.000496294
1156,0.0003325275
1157,0.00032007543
1158,0.0004238253
1159,0.0005482003
1160,0.0006094393
1161,0.0005838199
1162,0.0004941587
1163,0.00039056814
1164,0.00031296004
1165,0.0002812274
1166,0.0002930108
1167,0.00033292128
1168,0.00038289325
1169,0.00042802736
1170,0.00046075747
1171,0.00047752378
1172,0.0004816896
1173,0.00047573997
1174,0.00046541658
1175,0.00045288843
1176,0.0004421798
1177,0.00043383116
1178,0.00043017347
1179,0.00043122226
1180,0.00043913082
1181,0.0004542006
1182,0.00047967973
1183,0.0005171993
1184,0.0005730154
1185,0.0006513742
1186,0.00076521
1187,0.00092350494
1188,0.001152429
1189,0.0014662943
1190,0.0019144175
1191,0.002504617
1192,0.0033122464
1193,0.004273211
1194,0.0054413043
1195,0.006490386
1196,0.0073285387
1197,0.007259617
1198,0.006269752
1199,0.004198342
1200,0.0019705177
1201,0.0005182936
1202,0.00045220408
1203,0.001409336
1204,0.002345926
1205,0.0024343336
1206,0.0016042106
1207,0.00065670715
1208,0.00035451906
1209,0.00077542616
1210,0.0013227243
1211,0.0013875496
1212,0.0009568194
1213,0.00046980806
1214,0.00034664525
1215,0.0005898124
1216,0.00088249234
1217,0.00094394805
1218,0.0007383608
1219,0.00045936578
1220,0.0003068114
1221,0.00034701888
1222,0.0004984555
1223,0.00062705384
1224,0.0006507465
1225,0.0005664029
1226,0.00043597276
1227,0.00032449473
1228,0.0002725284
1229,0.00028381462
1230,0.00033707047
1231,0.0004032681
1232,0.00045805154
1233,0.00048973993
1234,0.0004942192
1235,0.0004779565
1236,0.00044727817
1237,0.00041166518
1238,0.00037602533
1239,0.00034487835
1240,0.00031932088
1241,0.00029976
1242,0.0002853142
1243,0.0002751869
1244,0.00026834675
1245,0.00026386886
1246,0.0002610131
1247,0.0002592627
1248,0.0002582194
1249,0.00025763994
1250,0.00025741302
1251,0.00025745577
1252,0.0002577113
1253,0.00025820275
1254,0.0002590266
1255,0.0002603203
1256,0.00026230907
1257,0.00026533313
1258,0.00026990994
1259,0.00027680874
1260,0.00028732888
1261,0.0003033531
1262,0.0003280761
1263,0.0003660682
1264,0.00042544046
1265,0.00051741156
1266,0.00066285377
1267,0.0008886626
1268,0.0012478328
1269,0.0017988225
1270,0.0026673249
1271,0.0039407276
1272,0.0058473954
1273,0.008281684
1274,0.0113116065
1275,0.013655298
1276,0.014516751
1277,0.011658309
1278,0.0063549164
1279,0.0014553257
1280,0.0006258306
1281,0.0033470942
1282,0.005359837
1283,0.0040220683
1284,0.0011964482
1285,0.00068060885
1286,0.002438316
1287,0.0031684935
1288,0.0017612439
1289,0.00052848976
1290,0.0011601475
1291,0.002157948
1292,0.0017460687
1293,0.0006823692
1294,0.0005261861
1295,0.0012223329
1296,0.0015479843
1297,0.0010329133
1298,0.00043031166
1299,0.0004338029
1300,0.0008582637
1301,0.0010790597
1302,0.0008375597
1303,0.00044182254
1304,0.00027823442
1305,0.0004264078
1306,0.00067159196
1307,0.00077220425
1308,0.00066826364
1309,0.0004576255
1310,0.0002927637
1311,0.00025644488
1312,0.0003347936
1313,0.00045360252
1314,0.00053634006
1315,0.0005476981
1316,0.00049151084
1317,0.00040319766
1318,0.0003187985
1319,0.00026519282
1320,0.00025103297
1321,0.00027021716
1322,0.00030792935
1323,0.0003473092
1324,0.00037553266
1325,0.00038508791
1326,0.00037631753
1327,0.00035296398
1328,0.0003227198
1329,0.0002923494
1330,0.00026777352
1331,0.00025215436
1332,0.00024626494
1333,0.00024864115
1334,0.0002563689
1335,0.0002660124
1336,0.00027440983
1337,0.0002794423
1338,0.0002800674
1339,0.0002766226
1340,0.00027008887
1341,0.00026208189
1342,0.00025410653
1343,0.00024747208
1344,0.00024292544
1345,0.00024068935
1346,0.00024049876
1347,0.0002417642
1348,0.00024376619
1349,0.00024583263
1350,0.00024745407
1351,0.0002483138
1352,0.00024832194
1353,0.00024753547
1354,0.00024615496
1355,0.0002444004
1356,0.00024250789
1357,0.00024066308
1358,0.00023900205
1359,0.000237594
1360,0.0002364708
1361,0.00023561688
1362,0.0002349999
1363,0.00023457385
1364,0.00023429068
1365,0.00023411002
1366,0.00023400028
1367,0.00023394414
1368,0.00023392893
1369,0.00023395289
1370,0.00023402345
1371,0.00023415707
1372,0.00023437987
1373,0.00023473593
1374,0.00023527963
1375,0.00023609775
1376,0.000237303
1377,0.00023907682
1378,0.00024165411
1379,0.00024542975
1380,0.00025093264
1381,0.00025905456
1382,0.00027103222
1383,0.00028899053
1384,0.0003158789
1385,0.0003569338
1386,0.00041928233
1387,0.00051615806
1388,0.00066492654
1389,0.0008994851
1390,0.0012601524
1391,0.0018309881
1392,0.0026894978
1393,0.0040155547
1394,0.005854292
1395,0.008415268
1396,0.011150028
1397,0.013681695
1398,0.013833307
1399,0.011106992
1400,0.0055620256
1401,0.0011092998
1402,0.0007807006
1403,0.0035900383
1404,0.0053393417
1405,0.003589332
1406,0.00095308275
1407,0.0008010594
1408,0.002572895
1409,0.0030825029
1410,0.0015477252
1411,0.00048045753
1412,0.0012020105
1413,0.0021164627
1414,0.0017033454
1415,0.0006551117
1416,0.00044532178
1417,0.0010919312
1418,0.0014950853
1419,0.0011233531
1420,0.0004839365
1421,0.00030319154
1422,0.00063438644
1423,0.0009821438
1424,0.00096500514
1425,0.00063184276
1426,0.0003141688
1427,0.00024324509
1428,0.0004040096
1429,0.000619943
1430,0.00072059146
1431,0.0006581339
1432,0.00048802455
1433,0.00031990206
1434,0.0002323611
1435,0.0002458156
1436,0.0003276158
1437,0.0004222827
1438,0.00048410962
1439,0.00048984773
1440,0.00044615357
1441,0.00037298334
1442,0.0002991794
1443,0.00024626518
1444,0.00022483854
1445,0.00023293139
1446,0.00025972782
1447,0.00029071656
1448,0.00031273736
1449,0.00031874454
1450,0.0003075778
1451,0.00028455962
1452,0.0002573792
1453,0.00023428648
1454,0.0002205563
1455,0.00021767849
1456,0.00022346608
1457,0.00023336911
1458,0.00024242449
1459,0.00024691533
1460,0.0002455303
1461,0.00023908292
1462,0.00023014513
1463,0.00022157862
1464,0.00021562172
1465,0.0002132119
1466,0.0002140165
1467,0.00021679013
1468,0.00021995849
1469,0.00022220868
1470,0.00022277895
1471,0.00022159453
1472,0.00021908978
1473,0.00021600751
1474,0.00021306143
1475,0.00021077084
1476,0.00020937521
1477,0.00020885549
1478,0.00020900244
1479,0.00020952929
1480,0.00021014646
1481,0.00021061792
1482,0.00021080376
1483,0.00021066301
1484,0.00021021966
1485,0.0002095348
1486,0.00020869283
1487,0.00020776784
1488,0.00020683304
1489,0.00020593891
1490,0.00020511929
1491,0.00020438494
1492,0.00020373559
1493,0.00020316151
1494,0.00020265099
1495,0.00020219195
1496,0.00020177422
1497,0.00020138538
1498,0.00020101701
1499,0.00020066355
1500,0.0002003223
1501,0.00019999142
1502,0.00019966965
1503,0.00019935629
1504,0.00019905552
1505,0.00019877053
1506,0.00019850968
1507,0.00019828125
1508,0.00019809864
1509,0.00019798317
1510,0.00019796738
1511,0.00019809823
1512,0.00019844713
1513,0.000199126
1514,0.00020029911
1515,0.00020223713
1516,0.00020534644
1517,0.00021029782
1518,0.00021812426
1519,0.00023057297
1520,0.00025033212
1521,0.00028208966
1522,0.00033299334
1523,0.0004159777
1524,0.0005502828
1525,0.0007722959
1526,0.0011325721
1527,0.001731128
1528,0.002684461
1529,0.0042346944
1530,0.006521502
